Source_Object_title,Source_Note_body,Target_Object_title,Target_Note_body
意見交流,"對於一個事件，要有不同角度去思考議題及反思批判的能力。
有些問題也未必有正確答案，可以透過討論交流去進行更深入的思考。",如何教導,"如何教導學生具備媒體識讀能力?
教師本身是否具有這樣的能力?
誰可以界定哪個訊息是對的，哪個知識是錯誤的?"
萬物都連網的安全問題,"當萬物都連網時，
1.資訊安全議題相關重要
2.網路佈建的密度和無網路環境是否有辦法學習",物聯網、無紙化、教師與學生角色,
如何應用,藍牙技術可以如何應用？,藍芽技術可能有機會突破網路限制,
制定能源新政策,隨著新能源的開發，政府必須推動能源制度的改變，並加速其立法速度。,各種新創的能源是必須,"既有的消耗性能源，已經無法滿足現在的需求。
新能源產生的必要性提高。如：德國已經發展的氫氣能源。"
因材施教,學習申論課程中的鷹架理論，先備知識等概念又會出現了⋯學習真是一環扣著一環息息相關！,個性教學,大班授課會是一個影響這方面成長的關鍵
手寫課程,"為了不讓未來的學生忘記繁體中文⋯
未來或許需要手寫中文字課程⋯",寫字能力的狀況,我覺得偉倫的想法很棒，但針對我們的中文可能這個問題比較嚴重。畢竟繁中的筆畫是複雜的。
遊戲式學習,未來科技設備普及的情況下，遊戲學習也會逐漸盛行！,教師的教學手法改變,"教師不是只有講授，需要更多元的教學手法。
並且熟知多元教學手法與科技的結合，適時的引導學員達到一定的學習成果。"
新能源,新能源問題（環保素材等應用）,網路不穩,依目前方式就是回歸實體課程
跨領域議題探究能力,,變換學習方式,未來教室的重點非著重於背而是在於資料收集、分析及整合
未來事件問題研討,未來事件問題研討能力,變換學習方式,未來教室的重點非著重於背而是在於資料收集、分析及整合
學生能力有限,"時常在教室裡學生也較難找到自己的困難與問題
還是需要老師在旁助進行反思(循循善誘)",從生活中著手,"在未來教室理,學生應從生活中尋找問題,這就和自身經驗有關了，自己做過什麼事,遇到什麼事情,想到什麼問題,並從中想出解決方法"
資訊統整能力,跨領域需要統整跟縝密的思考能力，從影片中可以看出學生在教室都能擁有虛擬實境的體驗，但是跨領域的部分還沒辦法看到，因為生活經驗到關係，學生的思考沒辦法這麼的廣泛，這時候還是需要有人在旁搭鷹架，就像是大家說的，還是需要老師擔任引導者ㄘㄞㄋㄥ,跨領域議題探究能力,
花不溜丟的學習方式,"習慣了圖像影音以後還能靜下心來閱讀文字或著長篇文章嗎？閱讀理解能力是否受到影響？
延伸問題：越來越多視覺化管理的介面，以後還需要學生培養閱讀能力嗎？",行動裝置的使用與限制,學習者在使用數位載具時是否有足夠的自制力？城鄉差距的資源落差能否避免？
花不溜丟的學習方式,"習慣了圖像影音以後還能靜下心來閱讀文字或著長篇文章嗎？閱讀理解能力是否受到影響？
延伸問題：越來越多視覺化管理的介面，以後還需要學生培養閱讀能力嗎？",利用各種行動裝置來協助學習,教室會使用各種載具來進行數位化的學習，並且也可以即時的進行知識共享。
行動裝置較能縮小城鄉差距,相較於傳統教育，行動裝置跟網路對於城鄉差距比較能幫上忙吧？只要有網路跟設備，國外的課都能上,行動裝置的使用與限制,學習者在使用數位載具時是否有足夠的自制力？城鄉差距的資源落差能否避免？
教室以及學校的存在必要性,科技打破限制之後，學習存在於任何地方，未來的教室或學校概念與現在的教室及學校不同，實體的教室以及學校存在的必要性為何？是否主要成為學生發展與練習人際關係相處的場域？,課堂中的學習不在侷限於時、地、物,"未來教室能提供高科技的設備，讓平常只能在課本紙張上看到的東西投影出來，進行多方位的觀察。
也可以將課堂上的內容記錄下來，任何時間都能進行查閱。"
對於未來教室的想法,"1.關於你提到的上課時間挑戰整，基於未來教室的想法，上課已經無所不在，隨時隨地想學。
我們不是提出自己的創意，天馬行空自己對未來教室的構想。",改良（進）microsoft未來教室,"1.在未來教室裡，（上課）時間是否因此調整？
2.家中硬體設備如果支援，學生還需要去學校嗎?
3.建議在學習的階段，雖然資訊全球化縮短人與人的距離，也需要安排一些課程實際人與人際之間的互動。
4.有想法發展時，能否有通知"
老師自己本身也得跟著進步,不然前浪就要死在沙灘上了，更別談引導學生～,教師身分的轉變,低階的能力將會被數位科技取代，教師將會變成學習的引導者，引導學習者更高階的思考、反思能力。
這484跑錯地方啦～～,,未來學習之我見,"未來學習是依賴工具、並透過自我求知的動力並持續吸收經驗，來達到自我成長的快樂過程。有學習透過經驗過程來換取成功、失敗的經驗。未來學習可以是透明化，快速滾動、資訊持續更新下的當下學習。
影片感想是怎麼人太少，未來可能預設機器取代人力，未來教室是ＡＮＹＷＨＥＲＥ？"
未來教室成就世界觀,無設限的學習環境，學習者的眼界與視野自然無遠弗屆，進而跳脫傳統框架，激盪出更有創意的思維。,對於未來教室的天馬行空,"未來可能人手一平板，當然有資訊爆炸的網路，可以隨時隨地查、看、學。
一樣會有同儕，但不局限於台灣，而是全世界。
一樣會有老師，可以引導學習者，亦可拋出新知識分享。
而老師與同儕可以在平板中討論任何資訊。"
讓孩子探索世界,"我認為未來教室的想法，透過網路也可以達到人與人互動的緊密感，或許感受沒那麼有溫度。
但或許未來會有更強大的科技，可以有身歷其境的感覺。",改良（進）microsoft未來教室,"1.在未來教室裡，（上課）時間是否因此調整？
2.家中硬體設備如果支援，學生還需要去學校嗎?
3.建議在學習的階段，雖然資訊全球化縮短人與人的距離，也需要安排一些課程實際人與人際之間的互動。
4.有想法發展時，能否有通知"
自主學習,而且阿~我認為~當孩子在學習中找到自己的興趣，他們會自動自發的學習。,改良（進）microsoft未來教室,"1.在未來教室裡，（上課）時間是否因此調整？
2.家中硬體設備如果支援，學生還需要去學校嗎?
3.建議在學習的階段，雖然資訊全球化縮短人與人的距離，也需要安排一些課程實際人與人際之間的互動。
4.有想法發展時，能否有通知"
彈性學習趨勢,"未來教室縮短人與人之間距離，設備科技也促使無設限身歷其境的交流，人際關係的表達或許因此更加緊密，自然而然的學會與人相處。
上課地點與時間因未來教室的便利性及高效性，學習彈性大幅提高。",改良（進）microsoft未來教室,"1.在未來教室裡，（上課）時間是否因此調整？
2.家中硬體設備如果支援，學生還需要去學校嗎?
3.建議在學習的階段，雖然資訊全球化縮短人與人的距離，也需要安排一些課程實際人與人際之間的互動。
4.有想法發展時，能否有通知"
有甚麼創意思維呢?,想看看你的未來教育創意思維,未來教室成就世界觀,無設限的學習環境，學習者的眼界與視野自然無遠弗屆，進而跳脫傳統框架，激盪出更有創意的思維。
無限可能,未來教室針對學習者適性教育，讓每位學習者主動探索學習，每個孩子都發展無限可能的創意思維。,有甚麼創意思維呢?,想看看你的未來教育創意思維
沒有國界沒有距離,對~學習無國界，政治才有~~~~哈哈哈哈,無限可能,未來教室針對學習者適性教育，讓每位學習者主動探索學習，每個孩子都發展無限可能的創意思維。
自律學習,自律是學習最重要的事情,重點:升學已經不是重點了,放過孩子吧!!快樂成長
在家學習無國界,只要有網路的地方，就可以輕易獲取最新知識。,行動裝置較能縮小城鄉差距,相較於傳統教育，行動裝置跟網路對於城鄉差距比較能幫上忙吧？只要有網路跟設備，國外的課都能上
不再只是呆坐教室裡,可以隨時隨地進行學習活動，在家學習好方便。,教學方法與學習方法將面對巨大的改變,教學可能變得更多元，學習者也要有能夠面對各種不同傳遞方式的知識。
行動學習,善用行動載具，適性化學習，並非每個人都喜歡待在教室裡，遠端學習更方便。,未來學習之我見,"未來學習是依賴工具、並透過自我求知的動力並持續吸收經驗，來達到自我成長的快樂過程。有學習透過經驗過程來換取成功、失敗的經驗。未來學習可以是透明化，快速滾動、資訊持續更新下的當下學習。
影片感想是怎麼人太少，未來可能預設機器取代人力，未來教室是ＡＮＹＷＨＥＲＥ？"
終身學習,可以使用更方便的學習媒介，讓終身學習的學習方式及學習地點不再受限。,教室以及學校的存在必要性,科技打破限制之後，學習存在於任何地方，未來的教室或學校概念與現在的教室及學校不同，實體的教室以及學校存在的必要性為何？是否主要成為學生發展與練習人際關係相處的場域？
